strategy,timeframe,ETHUSDT_stars,SOLUSDT_stars,SPY_stars,ETHUSDT_win_rate,SOLUSDT_win_rate,SPY_win_rate,avg_stars,bot_ready,trade_type
增强型趋势跟踪策略基于ADX与抛物线SAR的动态趋势识别系统-Enhanced-Trend-Following-System-Dynamic-Trend-Identification-Based-on-ADX-and-Parabolic-SAR,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
增强型趋势跟踪策略基于ADX与抛物线SAR的动态趋势识别系统-Enhanced-Trend-Following-System-Dynamic-Trend-Identification-Based-on-ADX-and-Parabolic-SAR,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
增强型趋势跟踪策略基于ADX与抛物线SAR的动态趋势识别系统-Enhanced-Trend-Following-System-Dynamic-Trend-Identification-Based-on-ADX-and-Parabolic-SAR,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
5EMA趋势跟踪动态止盈止损策略5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
5EMA趋势跟踪动态止盈止损策略5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5EMA5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
tv_1_1_1,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
trend-following-strategy-based-on-Donchian-Channels_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
trend-following-strategy-based-on-Donchian-Channels_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
trend-following-strategy-based-on-Donchian-Channels_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
trend-following-strategy-based-on-Donchian-Channels_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
tv_1_1_1,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
tv_1_1_1,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
websocket-版OKEX跨期对冲策略教学,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
websocket-版OKEX跨期对冲策略教学,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
thena-swap交易类库,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
thena-swap交易类库,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双均线交叉日内盈利目标策略-Dual-Moving-Average-Crossover-Strategy-with-Daily-Profit-Target,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双均线交叉日内盈利目标策略-Dual-Moving-Average-Crossover-Strategy-with-Daily-Profit-Target,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双均线交叉日内盈利目标策略-Dual-Moving-Average-Crossover-Strategy-with-Daily-Profit-Target,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双均线交叉日内盈利目标策略-Dual-Moving-Average-Crossover-Strategy-with-Daily-Profit-Target,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双均线交叉带定时交易窗口与止盈止损策略-Dual-Moving-Average-Crossover-with-Trading-Window-and-Risk-Management-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双均线交叉带定时交易窗口与止盈止损策略-Dual-Moving-Average-Crossover-with-Trading-Window-and-Risk-Management-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双均线交叉带定时交易窗口与止盈止损策略-Dual-Moving-Average-Crossover-with-Trading-Window-and-Risk-Management-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
talib_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
talib_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5KKDJ-5-Minute-KDJ-Indicator-Dynamic-Response-Trading-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
websocket-OKEX_2_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
websocket-OKEX_2_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
websocket-OKEX_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
websocket-OKEX_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
websocket-OKEX_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
websocket-OKEX_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
websocket-OKEX_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
websocket-OKEX_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一云多均线交易策略-Ichimoku-Cloud-and-Moving-Average-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
一个简单高效的MACD量化交易策略MACD-Crypto-Trading-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一个简单高效的MACD量化交易策略MACD-Crypto-Trading-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
websocket-OKEX_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
websocket-OKEX_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
tv高低点策略,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
tv高低点策略,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
tv高低点策略,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
5EMA-5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一个利用双移动平均线交易策略Dual-Moving-Average-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一个利用双移动平均线交易策略Dual-Moving-Average-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一个利用双移动平均线交易策略Dual-Moving-Average-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一个利用双移动平均线交易策略Dual-Moving-Average-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
websocket-版OKEX跨期对冲策略教学,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一根均线-趋势-Demo,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一根均线-趋势-Demo,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一文中局部震荡趋势识别策略Ichimoku-Cloud-Local-Trend-Identification-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一文中局部震荡趋势识别策略Ichimoku-Cloud-Local-Trend-Identification-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一文中局部震荡趋势识别策略Ichimoku-Cloud-Local-Trend-Identification-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一文中局部震荡趋势识别策略Ichimoku-Cloud-Local-Trend-Identification-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一云穿月双星吸金策略Ichimoku-Kumo-Twist-Gold-Absorbing-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
websocket-版OKEX跨期对冲策略教学,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
websocket-OKEX_2_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
websocket-OKEX_2_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一个简单高效的MACD量化交易策略MACD-Crypto-Trading-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
5EMA5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
5EMA5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
5EMA5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5EMA5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
5EMA5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
5均线即时背离突破交易策略-5-EMA-Instant-Divergence-Breakout-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
5均线即时背离突破交易策略-5-EMA-Instant-Divergence-Breakout-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
5均线即时背离突破交易策略-5-EMA-Instant-Divergence-Breakout-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
5均线即时背离突破交易策略-5-EMA-Instant-Divergence-Breakout-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5分钟K线KDJ指标动态响应交易策略-5-Minute-KDJ-Indicator-Dynamic-Response-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
5分钟K线KDJ指标动态响应交易策略-5-Minute-KDJ-Indicator-Dynamic-Response-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
5分钟K线KDJ指标动态响应交易策略-5-Minute-KDJ-Indicator-Dynamic-Response-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
5分钟K线KDJ指标动态响应交易策略-5-Minute-KDJ-Indicator-Dynamic-Response-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5EMA5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5EMA-5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一云穿月双星吸金策略Ichimoku-Kumo-Twist-Gold-Absorbing-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一云穿月双星吸金策略Ichimoku-Kumo-Twist-Gold-Absorbing-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一云穿月双星吸金策略Ichimoku-Kumo-Twist-Gold-Absorbing-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一云多均线交易策略-Ichimoku-Cloud-and-Moving-Average-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一云多均线交易策略-Ichimoku-Cloud-and-Moving-Average-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
双均线交叉带定时交易窗口与止盈止损策略-Dual-Moving-Average-Crossover-with-Trading-Window-and-Risk-Management-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双均线交叉多空策略Dual-Moving-Average-Crossover-Trend-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双均线交叉多空策略Dual-Moving-Average-Crossover-Trend-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双均线交叉多空策略Dual-Moving-Average-Crossover-Trend-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双均线交叉多空策略Dual-Moving-Average-Crossover-Trend-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双均线交叉反转趋势追踪策略Dual-Moving-Average-Crossover-Reverse-Trend-Tracking-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双均线交叉反转趋势追踪策略Dual-Moving-Average-Crossover-Reverse-Trend-Tracking-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双均线交叉反转趋势追踪策略Dual-Moving-Average-Crossover-Reverse-Trend-Tracking-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双均线交叉反转趋势追踪策略Dual-Moving-Average-Crossover-Reverse-Trend-Tracking-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双均线交叉动量跟踪量化策略-Dual-Moving-Average-Momentum-Tracking-Quantitative-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双均线交叉动量跟踪量化策略-Dual-Moving-Average-Momentum-Tracking-Quantitative-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡策略Ichimoku-Breakout-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
双均线交叉动量跟踪量化策略-Dual-Moving-Average-Momentum-Tracking-Quantitative-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双均线交叉动量跟踪量化策略-Dual-Moving-Average-Momentum-Tracking-Quantitative-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一目均衡交易策略Ichimoku-Trading-Strategy-With-Money-Management,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡交易策略Ichimoku-Trading-Strategy-With-Money-Management,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡交易策略Ichimoku-Trading-Strategy-With-Money-Management,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一目均衡云无偏移RSI过滤策略No-Offset-Ichimoku-Cloud-with-RSI-Filter-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一目均衡云无偏移RSI过滤策略No-Offset-Ichimoku-Cloud-with-RSI-Filter-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡云无偏移RSI过滤策略No-Offset-Ichimoku-Cloud-with-RSI-Filter-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡云无偏移RSI过滤策略No-Offset-Ichimoku-Cloud-with-RSI-Filter-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一目均衡,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一目均衡,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一根均线-趋势-Demo,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一根均线-趋势-Demo,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡异同交叉交易策略Ichimoku-Kinko-Hyo-Cross-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡异同交叉交易策略Ichimoku-Kinko-Hyo-Cross-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡异同交叉交易策略Ichimoku-Kinko-Hyo-Cross-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一目均衡多空策略Ichimoku-Short-Long-Strategy-with-Money-Management,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一目均衡多空策略Ichimoku-Short-Long-Strategy-with-Money-Management,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
一目均衡策略Ichimoku-Kinko-Hyo-Mean-Reversion-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一目均衡策略Ichimoku-Kinko-Hyo-Mean-Reversion-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
一目均衡多空策略Ichimoku-Short-Long-Strategy-with-Money-Management,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
一目均衡图趋势追踪策略Ichimoku-Cloud-Trend-Following-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一目均衡图趋势追踪策略Ichimoku-Cloud-Trend-Following-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
一目均衡图趋势追踪策略Ichimoku-Cloud-Trend-Following-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
一目均衡动力指数策略Ichimoku-Oscillator-with-Stochastic-Momentum-Index-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一目均衡动力指数策略Ichimoku-Oscillator-with-Stochastic-Momentum-Index-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡动力指数策略Ichimoku-Oscillator-with-Stochastic-Momentum-Index-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡动力指数策略Ichimoku-Oscillator-with-Stochastic-Momentum-Index-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一目均衡交易策略Ichimoku-Trading-Strategy-With-Money-Management,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
5EMA-5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
55-day-High-Low-Breakout-Price-Channel-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
55-day-High-Low-Breakout-Price-Channel-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
55-day-High-Low-Breakout-Price-Channel-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
55-day-High-Low-Breakout-Price-Channel-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
55-day-High-Low-Breakout-Price-Channel-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
55-day-High-Low-Breakout-Price-Channel-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
5KKDJ-5-Minute-KDJ-Indicator-Dynamic-Response-Trading-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
5KKDJ-5-Minute-KDJ-Indicator-Dynamic-Response-Trading-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
5KKDJ-5-Minute-KDJ-Indicator-Dynamic-Response-Trading-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5EMA趋势跟踪动态止盈止损策略5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
5EMA趋势跟踪动态止盈止损策略5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
多周期市场疲劳度分析策略与风险管理系统-Multi-Timeframe-Market-Exhaustion-Analysis-Strategy-with-Risk-Management-System,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
多周期市场疲劳度分析策略与风险管理系统-Multi-Timeframe-Market-Exhaustion-Analysis-Strategy-with-Risk-Management-System,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
55-day-High-Low-Breakout-Price-Channel-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡异同交叉交易策略Ichimoku-Kinko-Hyo-Cross-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种双均线交易策略Dual-Moving-Average-Crossover-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种双均线交易策略Dual-Moving-Average-Crossover-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种双均线交易策略Dual-Moving-Average-Crossover-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种双均线交易策略Dual-Moving-Average-Crossover-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一目均衡策略Ichimoku-Kinko-Hyo-Mean-Reversion-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
一目均衡策略Ichimoku-Equilibrium-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一目均衡策略Ichimoku-Equilibrium-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
一目均衡策略Ichimoku-Equilibrium-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
一目均衡策略Ichimoku-Breakout-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一目均衡策略Ichimoku-Breakout-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
一目均衡趋势跟踪策略Ichimoku-Balance-Line-trend-following-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一目均衡趋势跟踪策略Ichimoku-Balance-Line-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一目均衡趋势跟踪策略Ichimoku-Balance-Line-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡趋势跟踪策略Ichimoku-Balance-Line-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡趋势跟踪策略Ichimoku-Balance-Line-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5EMA-5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双唐奇安通道突破策略Double-Donchian-Channel-Breakout-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双唐奇安通道突破策略Double-Donchian-Channel-Breakout-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双唐奇安通道突破策略Double-Donchian-Channel-Breakout-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双唐奇安通道突破策略Double-Donchian-Channel-Breakout-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双周期ATR波动率突破股票趋势策略Volatility-Bands-and-VWAP-Multi-Timeframe-Stock-Trend-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双周期ATR波动率突破股票趋势策略Volatility-Bands-and-VWAP-Multi-Timeframe-Stock-Trend-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双周期ATR波动率突破股票趋势策略Volatility-Bands-and-VWAP-Multi-Timeframe-Stock-Trend-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡表交易策略Ichimoku-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一目均衡表交易策略Ichimoku-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡表交易策略Ichimoku-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一目均衡表交易策略Ichimoku-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种基于三重SMA自动追踪策略Triple-SMA-Auto-Tracking-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种基于三重SMA自动追踪策略Triple-SMA-Auto-Tracking-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种只做多头的布林带突破追踪策略The-Bollinger-Band-breakout-strategy-is-a-long-only-momentum-chasing-strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一种只做多头的布林带突破追踪策略The-Bollinger-Band-breakout-strategy-is-a-long-only-momentum-chasing-strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
一种只做多头的布林带突破追踪策略The-Bollinger-Band-breakout-strategy-is-a-long-only-momentum-chasing-strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
一种基于带通滤波反转策略Bandpass-Filter-Reversed-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种基于带通滤波反转策略Bandpass-Filter-Reversed-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种基于带通滤波反转策略Bandpass-Filter-Reversed-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种基于带通滤波反转策略Bandpass-Filter-Reversed-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种基于均线的趋势跟踪策略Adaptive-Moving-Average-Tracking-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种基于均线的趋势跟踪策略Adaptive-Moving-Average-Tracking-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种基于均线的趋势跟踪策略Adaptive-Moving-Average-Tracking-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种基于均线的趋势跟踪策略Adaptive-Moving-Average-Tracking-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种基于三重SMA自动追踪策略Triple-SMA-Auto-Tracking-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种基于三重SMA自动追踪策略Triple-SMA-Auto-Tracking-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种定期购买加密货币的策略Simple-Holder-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种定期购买加密货币的策略Simple-Holder-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种定期购买加密货币的策略Simple-Holder-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一目均衡趋势跟踪策略Ichimoku-Balance-Line-trend-following-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一目均衡趋势跟踪策略Ichimoku-Balance-Line-trend-following-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一目均衡趋势跟踪策略Ichimoku-Balance-Line-trend-following-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
